nohup: ignoring input
iteration=0 	 commit=8426d9b4d4df1da3c5b2d759e509ae1c50a86667 	 equal=0 	 total=0 	 percentage=0.0
WARNING: Could not compile fuzz targets!
iteration=2249 	 commit=cb3f95d51696005e69d24b2bbc22f2fc3116b424 	 equal=364 	 total=1711 	 percentage=21.274108708357687
iteration=2250 	 commit=f84b575cfa52dc832751846aa0b4c8ff437d3ca3 	 equal=364 	 total=1712 	 percentage=21.261682242990652
iteration=2251 	 commit=3cb343efd644fb771b6d8193406afd49527dc1ec 	 equal=364 	 total=1713 	 percentage=21.24927028604787
iteration=2252 	 commit=ec0fc1a13bf6082659efeedbdf50b5cc1e69da3d 	 equal=364 	 total=1714 	 percentage=21.236872812135356
iteration=2253 	 commit=c3a6f3fa1c6360d4ea2e32f9415f51e8e55093b4 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2254 	 commit=0bbdddc86b1353fec36ae886b4142986f3c4713f 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2255 	 commit=b3b8dfaaea2dba7e7b4b898a5f767a80f36319f1 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2256 	 commit=adc6a4865bfd12339ad7c31b43ba26206d385517 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2257 	 commit=2108754e4624273e473a64ad30c4d75b4f6c4e7f 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2258 	 commit=46f1429936ff7cde274f9896d022ab494567ee7a 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2259 	 commit=e0f9d1c8f5cca74d1ad4017a1f14ff1acac2075a 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2260 	 commit=de6fc75d630b393d8b577ba03353abe527523d0f 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2261 	 commit=2af0d3b4598060b1086884cfb879d39fa4e0c89a 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2262 	 commit=9fbe0690fb0d8a64de9046a9c28d08f93e83af2a 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2263 	 commit=a25b8ff69c76515563c18dad715ee8daa8b847fd 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2264 	 commit=15b823ce4fde81d20486428e52a5a608d62f2465 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2265 	 commit=8da245bfd2a767e1a738c2a85492d1f64d68f016 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2266 	 commit=a2a2abcba4b3a221780a4499880aa16bf76e8204 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2267 	 commit=2e5179259655ffd137067f5dc47803740b7937ac 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2268 	 commit=3a9ae612a4982e5f543baf8eead0889369eb8260 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2269 	 commit=9db693a57c07f22dc4d80e7b143a0d77c6229c05 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2270 	 commit=1375435e4a9ad5a7625a332934251945586aceca 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2271 	 commit=2bb19ccf08381c7755015dfa61e2eb4675637c78 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2272 	 commit=64d5df77721da0183360d50da8d68663526bfa6a 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2273 	 commit=2643da67c686bac5e29fdf94f54a06e33eb08dd0 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2274 	 commit=ed117bb42afc67c83c677347842b35f1ebd51877 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2275 	 commit=a4472490bc4b2c5802b98d0b27b77a4353eff867 	 equal=364 	 total=1715 	 percentage=21.224489795918366
WARNING: Could not compile fuzz targets!
iteration=2276 	 commit=86312e1a7d128be944a29bea7421eff58efb83be 	 equal=364 	 total=1715 	 percentage=21.224489795918366
iteration=2277 	 commit=df1dc3f1f54a75174cea7298d5c40bc7b99e60ea 	 equal=364 	 total=1716 	 percentage=21.21212121212121
iteration=2278 	 commit=513d0258d9d6ec5b52efc612ebc52aa5161c23fa 	 equal=364 	 total=1717 	 percentage=21.19976703552708
iteration=2279 	 commit=cfa8bc3ca4befd1df216d8007b8557da2976f359 	 equal=364 	 total=1718 	 percentage=21.187427240977883
iteration=2280 	 commit=a654e82f5c0dcc57d5db385a359379d226054b39 	 equal=364 	 total=1719 	 percentage=21.175101803374055
iteration=2281 	 commit=3e41afcec550e8c5c3c4372f72efa48cbf7031a3 	 equal=364 	 total=1720 	 percentage=21.16279069767442
iteration=2282 	 commit=3acf5ec5a18c83ed0ce7e41c9b5789bddd2b3e60 	 equal=364 	 total=1721 	 percentage=21.15049389889599
iteration=2283 	 commit=93695db90382fc00b054e1db177985d6a8fa1609 	 equal=365 	 total=1722 	 percentage=21.196283391405345
iteration=2284 	 commit=9107dd115ce2ddf6cee2610daffaf7fb29133d9f 	 equal=365 	 total=1723 	 percentage=21.18398142774231
iteration=2285 	 commit=dc4c459546e82a66b3eb22b63701fabb8f8d4fd8 	 equal=365 	 total=1724 	 percentage=21.171693735498838
iteration=2286 	 commit=19a6c3874551719f0fab72465339e6d46148396f 	 equal=366 	 total=1725 	 percentage=21.217391304347828
iteration=2287 	 commit=3c4d970a7b0adf9ef1cb7e6ec81dc9d9e99bfcbf 	 equal=366 	 total=1726 	 percentage=21.205098493626885
iteration=2288 	 commit=b0f2b288a6b860374b9578d4c51329fc9cd43022 	 equal=367 	 total=1727 	 percentage=21.2507237984945
iteration=2289 	 commit=2b25489b47ad94e6f970f5d9150937734322f24c 	 equal=367 	 total=1728 	 percentage=21.238425925925927
iteration=2290 	 commit=a6f465f55802989c1656d1a3b030c315c8ef2690 	 equal=367 	 total=1729 	 percentage=21.226142278773857
iteration=2291 	 commit=9a41506b8f26e387493880e0affc2e23d604a97e 	 equal=368 	 total=1730 	 percentage=21.271676300578036
iteration=2292 	 commit=9a6d9ea57a41c046b135281ee574e7d877d359c9 	 equal=368 	 total=1731 	 percentage=21.25938763720393
iteration=2293 	 commit=062e809e542ec066986c4e3e054f95e1bfc0cb50 	 equal=369 	 total=1732 	 percentage=21.304849884526558
iteration=2294 	 commit=b4c18248247d84a3acffc020b09d1637dd2990c6 	 equal=369 	 total=1733 	 percentage=21.29255626081939
iteration=2295 	 commit=2e5ef6a9fb8116d1fd5cba1c7919670152f6a206 	 equal=369 	 total=1734 	 percentage=21.280276816608996
iteration=2296 	 commit=1dea3930585f5fd71b99c13515c97c1555817709 	 equal=369 	 total=1735 	 percentage=21.268011527377524
iteration=2297 	 commit=45dec34597a7195deb0a6a4f5f9b868d8aa2eb6c 	 equal=370 	 total=1736 	 percentage=21.313364055299537
iteration=2298 	 commit=b40a38a8ac4c9e04b8d878b54d8c23022620f2d6 	 equal=371 	 total=1737 	 percentage=21.358664363845712
iteration=2299 	 commit=ac899a63079a7dc92f3dd705c41408012dd214c4 	 equal=371 	 total=1738 	 percentage=21.3463751438435
iteration=2300 	 commit=ce444bff336b333251ac3745f311bd9033be8f6a 	 equal=371 	 total=1739 	 percentage=21.334100057504312
iteration=2301 	 commit=2d5931ebc8c3136bae92b5c502f3de0f06c31364 	 equal=371 	 total=1740 	 percentage=21.32183908045977
iteration=2302 	 commit=35fa276099bba69c4def7304e53a8962b3ab00fc 	 equal=371 	 total=1741 	 percentage=21.30959218839747
iteration=2303 	 commit=b51d76ce8dfeb1dd3cc3e69b32cf665ff32ff26e 	 equal=371 	 total=1742 	 percentage=21.29735935706085
iteration=2304 	 commit=95020afb6385f3c1293118c4950e9fb6299cef5a 	 equal=372 	 total=1743 	 percentage=21.34251290877797
iteration=2305 	 commit=c5050b1c4124967f695a22021c5fedfec381774c 	 equal=372 	 total=1744 	 percentage=21.3302752293578
iteration=2306 	 commit=b9063a08f522a62a8fc3b282cd7782af3a30487d 	 equal=372 	 total=1745 	 percentage=21.318051575931232
iteration=2307 	 commit=7fe405739cebfa49e91683a3bdf23dd241c8808e 	 equal=372 	 total=1746 	 percentage=21.305841924398624
iteration=2308 	 commit=1ce819333d3f02d14d983dbddb236e72d4555c7f 	 equal=372 	 total=1747 	 percentage=21.29364625071551
iteration=2309 	 commit=88eb901f81d647714d14b6f7e7c6455b46a27daa 	 equal=372 	 total=1748 	 percentage=21.28146453089245
iteration=2310 	 commit=2583bac3d3dbbe8e5f532c93f33e2c9358b850c1 	 equal=372 	 total=1749 	 percentage=21.269296740994854
WARNING: Could not compile fuzz targets!
iteration=2311 	 commit=63a3b1a1eb2fe8aca8315e28ac2c6d150b1ee218 	 equal=372 	 total=1749 	 percentage=21.269296740994854
WARNING: Could not compile fuzz targets!
iteration=2312 	 commit=fbf866a1a575d37150b8ec5494bc497a9e213d8f 	 equal=372 	 total=1749 	 percentage=21.269296740994854
WARNING: Could not compile fuzz targets!
iteration=2313 	 commit=49a67c6d3f608460f3f59da7972022fbe78b5844 	 equal=372 	 total=1749 	 percentage=21.269296740994854
WARNING: Could not compile fuzz targets!
iteration=2314 	 commit=a921d81033555e1c122834f0cd19bd8a17ac35c0 	 equal=372 	 total=1749 	 percentage=21.269296740994854
iteration=2315 	 commit=155dd01163cb67f4ee64d828337b06b7753af295 	 equal=372 	 total=1750 	 percentage=21.257142857142856
iteration=2316 	 commit=599789a907fad3bda13a3eaeb41dab3338d4a451 	 equal=372 	 total=1751 	 percentage=21.245002855511135
iteration=2317 	 commit=9756f56354af72d62b4f63c85000d4ae1db6b130 	 equal=372 	 total=1752 	 percentage=21.232876712328768
iteration=2318 	 commit=b7d5f18d71f691df752e220f844ea613a8f6d722 	 equal=372 	 total=1753 	 percentage=21.220764403879063
iteration=2319 	 commit=5598b2bc558ba0c755068f21e786d3a6d59eb1ca 	 equal=372 	 total=1754 	 percentage=21.20866590649943
iteration=2320 	 commit=77077b39d59aa50bd64c7b7c5e660c6e187d11f2 	 equal=372 	 total=1755 	 percentage=21.196581196581196
iteration=2321 	 commit=5bc91c640588ca77b9f84146fc88fcc9bdbfbcd1 	 equal=372 	 total=1756 	 percentage=21.184510250569478
iteration=2322 	 commit=f5073de0a72562e1998f23052715e56a3b9fde18 	 equal=372 	 total=1757 	 percentage=21.172453044963007
iteration=2323 	 commit=f6ed285cf2916765d7291af19a11292f4bb8689c 	 equal=372 	 total=1758 	 percentage=21.160409556313994
iteration=2324 	 commit=1448e736f08e65758fd0caa0f06a3723eb1585c3 	 equal=372 	 total=1759 	 percentage=21.14837976122797
iteration=2325 	 commit=6e415e9387611cf4d4408ea028899d83921904f9 	 equal=372 	 total=1760 	 percentage=21.136363636363637
iteration=2326 	 commit=b114c99a60cd87f7a7b2e5608b9492235b499d80 	 equal=372 	 total=1761 	 percentage=21.12436115843271
iteration=2327 	 commit=916587508c117decb2f4d70677fa06be18803874 	 equal=372 	 total=1762 	 percentage=21.112372304199774
iteration=2328 	 commit=a5382b763c2faa4c47e55ee0e49889b4c47daac4 	 equal=372 	 total=1763 	 percentage=21.100397050482133
iteration=2329 	 commit=ba21aa8b2b29f516f1f488f996fc899c62f7105b 	 equal=372 	 total=1764 	 percentage=21.08843537414966
iteration=2330 	 commit=d119cf30350593caa4bebdc5c4e3123f3cd269e0 	 equal=372 	 total=1765 	 percentage=21.076487252124647
iteration=2331 	 commit=0ac3d07ea64ce4bcb8b935fb80fbb2b72d6b8f43 	 equal=372 	 total=1766 	 percentage=21.064552661381654
iteration=2332 	 commit=5938212748636d21d6f4b372481ab3b6dd6c7538 	 equal=372 	 total=1767 	 percentage=21.052631578947366
iteration=2333 	 commit=1829911d7c1c16cf01dfdbfc8e7a26cfa10ec797 	 equal=372 	 total=1768 	 percentage=21.040723981900452
iteration=2334 	 commit=bed2cb725a6601de2c0b0e7e5db90d23a7435460 	 equal=372 	 total=1769 	 percentage=21.028829847371398
iteration=2335 	 commit=ab75bd23eef194c2aa9123765e3d13c820cf8af0 	 equal=372 	 total=1770 	 percentage=21.01694915254237
iteration=2336 	 commit=cee94df6e081b625a353bdd9a716cb8ef625e4cf 	 equal=372 	 total=1771 	 percentage=21.00508187464709
iteration=2337 	 commit=fcc46467fa92c8e9951e63baf2c3e1b22bf20a1f 	 equal=372 	 total=1772 	 percentage=20.993227990970656
iteration=2338 	 commit=f8e354e2404cbd0a91b4299598d4de9757e73fd7 	 equal=372 	 total=1773 	 percentage=20.98138747884941
iteration=2339 	 commit=a650378822f48e81978e626329bbd96373035eb2 	 equal=372 	 total=1774 	 percentage=20.9695603156708
iteration=2340 	 commit=99182c6872f173e8e91426a0dba1468769818681 	 equal=372 	 total=1775 	 percentage=20.95774647887324
iteration=2341 	 commit=67cae2854cd2f90ff0cd91d641ab0b76417a1302 	 equal=372 	 total=1776 	 percentage=20.945945945945947
iteration=2342 	 commit=0e45ffb8e41fa8f6b156bdaff0685e1ddfdfbd2a 	 equal=372 	 total=1777 	 percentage=20.934158694428813
iteration=2343 	 commit=071e54ae0b2fb79bc38c2ca95354886b827c7ccb 	 equal=372 	 total=1778 	 percentage=20.92238470191226
iteration=2344 	 commit=a68494fb32e9ce89214a577b80f5faf320e622c7 	 equal=372 	 total=1779 	 percentage=20.9106239460371
iteration=2345 	 commit=4b44793dc5de4ac62f8e3cdf60537bcae99e29de 	 equal=372 	 total=1780 	 percentage=20.89887640449438
iteration=2346 	 commit=90e2a716c87c15f55872f0e27cdf3611da936bfb 	 equal=372 	 total=1781 	 percentage=20.88714205502527
iteration=2347 	 commit=d9fbbe1f23554719ade2f870d0992e831719edc9 	 equal=372 	 total=1782 	 percentage=20.875420875420875
iteration=2348 	 commit=4a714cebd1783fe6e5beafc2ce602df56a78723b 	 equal=372 	 total=1783 	 percentage=20.86371284352215
iteration=2349 	 commit=5b6be84106f41752624b9ee66dbd9d21eda7e0ce 	 equal=372 	 total=1784 	 percentage=20.85201793721973
iteration=2350 	 commit=b2bb2f7f592c0dfaa3a2aa523a97597d49c2252c 	 equal=372 	 total=1785 	 percentage=20.840336134453782
iteration=2351 	 commit=f096ab5421e09acf3cb70661862b69fa100bff80 	 equal=372 	 total=1786 	 percentage=20.828667413213886
iteration=2352 	 commit=4e1ffc482a7eadde2cace3102a8d22c5baa4d7a9 	 equal=372 	 total=1787 	 percentage=20.817011751538892
iteration=2353 	 commit=bc439e21cd262af69ae5988b3c0067e87d9b9230 	 equal=372 	 total=1788 	 percentage=20.80536912751678
iteration=2354 	 commit=1b4480003b1bfa7e1d34e587ebd19a9de63c6467 	 equal=372 	 total=1789 	 percentage=20.793739519284514
iteration=2355 	 commit=42167804b89b26428dea98b97549892c24623d71 	 equal=372 	 total=1790 	 percentage=20.782122905027933
WARNING: Could not compile fuzz targets!
iteration=2356 	 commit=3135a6bbaba406fd9f1e97e0b9c8415e1ad32579 	 equal=372 	 total=1790 	 percentage=20.782122905027933
iteration=2357 	 commit=95cbc402dc4f246d2eeff3b53afcd183b3a8ccb0 	 equal=372 	 total=1791 	 percentage=20.770519262981573
iteration=2358 	 commit=decada8dc2e6ae9c95e4dd3fe3a12762535f95cc 	 equal=373 	 total=1792 	 percentage=20.814732142857142
iteration=2359 	 commit=ee5d03b42af9831d7a3e64d05500b99018d53692 	 equal=374 	 total=1793 	 percentage=20.858895705521473
iteration=2360 	 commit=323f33d0148a385e98a15a2ad00c41d40c9f297b 	 equal=374 	 total=1794 	 percentage=20.84726867335563
iteration=2361 	 commit=55dc7fb240d145b9e44380ab478e55c668a6797a 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2362 	 commit=11d7ba79f2a84a4feda8013a7fb270e479b785f8 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2363 	 commit=bd5fa9cc8fdd966edc46c3de2cc420a72240ead3 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2364 	 commit=2658c94925fbc93991e854afc2e7354f225967aa 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2365 	 commit=215885768cc67c956b932915eed8a75e909cabde 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2366 	 commit=a5f68589c06b92412cc835a8aef19338544c3c79 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2367 	 commit=28419c43831078f517e66aded3d8afae80d73692 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2368 	 commit=5bff2aaf473e06b884846125ea6f5a718e2177bc 	 equal=374 	 total=1795 	 percentage=20.835654596100277
WARNING: Could not compile fuzz targets!
iteration=2369 	 commit=f76f4cb79d84af4a7be9e0d75553bbe05a3ae90c 	 equal=374 	 total=1795 	 percentage=20.835654596100277
iteration=2370 	 commit=abb85fc059a5d6427b9dc36edee1619f2c7a1da8 	 equal=374 	 total=1796 	 percentage=20.824053452115812
iteration=2371 	 commit=aabe3ddbf4514b6c80258e731fbe90e74edcdc94 	 equal=374 	 total=1797 	 percentage=20.812465219810797
iteration=2372 	 commit=0c258c84927ffe8540fc9590bdce802d598faa6a 	 equal=374 	 total=1798 	 percentage=20.800889877641822
iteration=2373 	 commit=d57c9cdefc6f00d8bf8bb24b96e65631a1c3ef18 	 equal=375 	 total=1799 	 percentage=20.84491384102279
iteration=2374 	 commit=afb3f7e754bde70895d639ff2a2738409a51c60e 	 equal=376 	 total=1800 	 percentage=20.88888888888889
iteration=2375 	 commit=88564c3aec8122ce20bd257e01d4ab32c9663051 	 equal=376 	 total=1801 	 percentage=20.87729039422543
WARNING: Could not compile fuzz targets!
iteration=2376 	 commit=3abe3da9fb9baf24e4e9e1cfb0212cce00d70fee 	 equal=376 	 total=1801 	 percentage=20.87729039422543
WARNING: Could not compile fuzz targets!
iteration=2377 	 commit=eb8499c8e03b96071b40b6659f72391f1c6a2a12 	 equal=376 	 total=1801 	 percentage=20.87729039422543
iteration=2378 	 commit=47c562435bd82b5ac5b8574fe80d2ff2ff8f9452 	 equal=376 	 total=1802 	 percentage=20.865704772475027
iteration=2379 	 commit=02504d86d308aa3209f2faecc804912e3115b985 	 equal=376 	 total=1803 	 percentage=20.854132002218524
iteration=2380 	 commit=4a818f068aef5c598c7af9ed5a834dee5d9a9eb6 	 equal=376 	 total=1804 	 percentage=20.84257206208426
WARNING: Could not compile fuzz targets!
iteration=2381 	 commit=1d6ebce2969d3bfe406633fd8e284ff187ce00f2 	 equal=376 	 total=1804 	 percentage=20.84257206208426
iteration=2382 	 commit=bc3e02a1b7d65c908409549160f567fad14cd238 	 equal=376 	 total=1805 	 percentage=20.831024930747922
iteration=2383 	 commit=f4eed60ca9de17fd521891688de1e53390d67214 	 equal=376 	 total=1806 	 percentage=20.81949058693245
iteration=2384 	 commit=c1de1fdac6a7873f8ae016785f364c5ae10abb1e 	 equal=376 	 total=1807 	 percentage=20.80796900940786
iteration=2385 	 commit=a36c8e1718fd32ea99e29797e5124600a16ccc03 	 equal=376 	 total=1808 	 percentage=20.79646017699115
iteration=2386 	 commit=d7872dcf91eb2075312a03973a6cdb489610c796 	 equal=376 	 total=1809 	 percentage=20.78496406854616
iteration=2387 	 commit=14115170bc9411e1c13871b87e50d83d60a4bb1c 	 equal=376 	 total=1810 	 percentage=20.773480662983427
iteration=2388 	 commit=ec52149485e96ae2df805614a5a91c7385e217e6 	 equal=376 	 total=1811 	 percentage=20.762009939260075
WARNING: Could not compile fuzz targets!
iteration=2389 	 commit=6980cb1aa7bb0238b9cb916320b0c6365bfbb10e 	 equal=376 	 total=1811 	 percentage=20.762009939260075
WARNING: Could not compile fuzz targets!
iteration=2390 	 commit=59a59fafc6693e0f2656b59a1b278f6ca89d64cf 	 equal=376 	 total=1811 	 percentage=20.762009939260075
WARNING: Could not compile fuzz targets!
iteration=2391 	 commit=2bdd194f43e8cfc0f1e1de5bec82ee11f7019676 	 equal=376 	 total=1811 	 percentage=20.762009939260075
WARNING: Could not compile fuzz targets!
iteration=2392 	 commit=96fa34ec32fd852138b0a64742d00cc5325b16e7 	 equal=376 	 total=1811 	 percentage=20.762009939260075
WARNING: Could not compile fuzz targets!
iteration=2393 	 commit=6a024df44053c18b9504a004f10e53debae1c270 	 equal=376 	 total=1811 	 percentage=20.762009939260075
iteration=2394 	 commit=77fd93188e7ba15f489ca5cf353d270627d93681 	 equal=376 	 total=1812 	 percentage=20.750551876379692
iteration=2395 	 commit=a21c89ddc8b91c9fd4888577f7a6c60c4f640795 	 equal=376 	 total=1813 	 percentage=20.739106453392168
iteration=2396 	 commit=49b88b1c39fca21f1f55e462e0f549b8187f89d6 	 equal=376 	 total=1814 	 percentage=20.727673649393605
iteration=2397 	 commit=3db5f60547d6f31892071f5c00032dfb79a8f729 	 equal=377 	 total=1815 	 percentage=20.771349862258955
iteration=2398 	 commit=2258ec6bc94bc127024a49e29a0b40f58a5ae0a3 	 equal=377 	 total=1816 	 percentage=20.759911894273127
iteration=2399 	 commit=2598138eced28b6ff8d4db9550a4e70c26cd4baa 	 equal=378 	 total=1817 	 percentage=20.803522289488168
iteration=2400 	 commit=4a67e48611c1ffaa6d474e443c3c89849c8b6e5f 	 equal=378 	 total=1818 	 percentage=20.792079207920793
iteration=2401 	 commit=5cdec7d124e46c1409df8033f1b795a996dd00e4 	 equal=378 	 total=1819 	 percentage=20.780648708081365
iteration=2402 	 commit=9423e22aa35f47b392fc52a1b93c1be4c69f2aee 	 equal=378 	 total=1820 	 percentage=20.76923076923077
iteration=2403 	 commit=57f8414de1968b6f9f212140f2da14cba3b6dacb 	 equal=378 	 total=1821 	 percentage=20.757825370675455
iteration=2404 	 commit=139d562861a939ef0a8456c84874b783a7861a24 	 equal=378 	 total=1822 	 percentage=20.74643249176729
iteration=2405 	 commit=eea6d10866f04a7062d8d7d02984770b220d940e 	 equal=378 	 total=1823 	 percentage=20.735052111903457
iteration=2406 	 commit=019ebcb85fa5ab03f424e21f6758d8533a5b3126 	 equal=378 	 total=1824 	 percentage=20.723684210526315
iteration=2407 	 commit=889284ebd01dbc923403b0aa38b82dc80ed86af8 	 equal=378 	 total=1825 	 percentage=20.712328767123285
iteration=2408 	 commit=6956331093e3a8d21c795b3bb125594b8ed6617b 	 equal=378 	 total=1826 	 percentage=20.700985761226725
iteration=2409 	 commit=92479f1a8bf62ab3ca0fe69f323407cf02c09719 	 equal=378 	 total=1827 	 percentage=20.689655172413794
iteration=2410 	 commit=e67dc3a22722837a968122a77d9e0398d103378d 	 equal=378 	 total=1828 	 percentage=20.678336980306344
iteration=2411 	 commit=0cc3add9f80efa62722b085a281aa449e9a0112c 	 equal=378 	 total=1829 	 percentage=20.667031164570805
iteration=2412 	 commit=71c2eeff987d8e96cf1aaf98f3512c686eb1bd9c 	 equal=378 	 total=1830 	 percentage=20.655737704918035
iteration=2413 	 commit=d7bc346d7a9da097e517fa987ed6cc4f91874111 	 equal=378 	 total=1831 	 percentage=20.64445658110322
iteration=2414 	 commit=673c456cbaf8d37e9e71afd2bedc00654235f90d 	 equal=378 	 total=1832 	 percentage=20.633187772925766
iteration=2415 	 commit=ea445708839d48f03d32817071e5fce1e08c3927 	 equal=378 	 total=1833 	 percentage=20.621931260229132
iteration=2416 	 commit=e091a254dfe4521d837469d3ae7cc329e2df3376 	 equal=378 	 total=1834 	 percentage=20.610687022900763
iteration=2417 	 commit=58c3aa8b5f51194980a9abf463a2648bb1413925 	 equal=378 	 total=1835 	 percentage=20.599455040871934
iteration=2418 	 commit=c1f78ff3d32298fbae950bf655bdca11179343ce 	 equal=379 	 total=1836 	 percentage=20.642701525054466
iteration=2419 	 commit=e5249b9fb54fce969dbdfffaaee3deff9e58e096 	 equal=379 	 total=1837 	 percentage=20.631464344039195
iteration=2420 	 commit=d3037d97ec192e7719de485f15dacb473bf96528 	 equal=379 	 total=1838 	 percentage=20.620239390642002
iteration=2421 	 commit=c6b442bd369ce05b3d4bfb95ba64451521aa1b31 	 equal=379 	 total=1839 	 percentage=20.609026644915716
iteration=2422 	 commit=4f88418170d298b065a7f71d86b1127153919ae9 	 equal=380 	 total=1840 	 percentage=20.652173913043477
iteration=2423 	 commit=311e9f3ceb19eefe30a1b5f90dfad9898d8bac74 	 equal=380 	 total=1841 	 percentage=20.640956002172732
iteration=2424 	 commit=8775f25830df02bc736296f70573032fa7781761 	 equal=380 	 total=1842 	 percentage=20.629750271444085
iteration=2425 	 commit=70a63fa5adfb2480ce385502f1d0306000217690 	 equal=380 	 total=1843 	 percentage=20.618556701030926
iteration=2426 	 commit=fffbaede758abe3b460621962113c352dbd7c605 	 equal=380 	 total=1844 	 percentage=20.607375271149674
iteration=2427 	 commit=ae9ad6c69403252adf05410b89d0353ed774e7e2 	 equal=380 	 total=1845 	 percentage=20.59620596205962
iteration=2428 	 commit=83d2dbb15d22550e88f86e1d51d69945fd52c136 	 equal=380 	 total=1846 	 percentage=20.585048754062836
iteration=2429 	 commit=4e43741943780b6fc21d2e93d1e99812778cad24 	 equal=380 	 total=1847 	 percentage=20.573903627504063
iteration=2430 	 commit=a274596ecc6edc4a8f2377943ee86fac6ff80acc 	 equal=380 	 total=1848 	 percentage=20.562770562770563
iteration=2431 	 commit=7e9bc41fe7539212165975478e2678e0ec9644c7 	 equal=380 	 total=1849 	 percentage=20.55164954029205
iteration=2432 	 commit=b1e1c15ced1f02becf578efb12dbeea6a9f01eee 	 equal=380 	 total=1850 	 percentage=20.54054054054054
iteration=2433 	 commit=3dbf30540892b4b9c86e0cb663069cd478a0c900 	 equal=380 	 total=1851 	 percentage=20.529443544030254
iteration=2434 	 commit=6d0ae11c576106b490a53215c3f227b65ace2776 	 equal=380 	 total=1852 	 percentage=20.518358531317496
iteration=2435 	 commit=3ca739b418243544ecc1098e34c71f2378bad915 	 equal=380 	 total=1853 	 percentage=20.50728548300054
iteration=2436 	 commit=9e613b85838f044327b3735c1ff66b98a1a3567e 	 equal=380 	 total=1854 	 percentage=20.496224379719525
iteration=2437 	 commit=9428ec42d0c17e5ebb887c01bab419a42a1072db 	 equal=380 	 total=1855 	 percentage=20.485175202156334
iteration=2438 	 commit=6ffcf2136788b032bdc0f8520b1bbc2a4d2ea76e 	 equal=380 	 total=1856 	 percentage=20.474137931034484
iteration=2439 	 commit=6427c61e7c3e6acd467b488c573ac37b0f46d0a2 	 equal=380 	 total=1857 	 percentage=20.463112547119007
iteration=2440 	 commit=ba484b9eb16dd62a7c3a5400a66eb952b654d3f0 	 equal=380 	 total=1858 	 percentage=20.45209903121636
iteration=2441 	 commit=f9d015523ef48266cea37e13717c223c16941b23 	 equal=380 	 total=1859 	 percentage=20.441097364174286
iteration=2442 	 commit=1817dfc3016efc09cfa2c7aee06b22fe1d130652 	 equal=380 	 total=1860 	 percentage=20.43010752688172
iteration=2443 	 commit=7837e34e567e174e21c7971439e6a4a093addb06 	 equal=380 	 total=1861 	 percentage=20.419129500268674
