nohup: ignoring input
iteration=0 	 commit=89d9ef3ee83c6cd0b048b3dc8dabddfe690b5579 	 equal=0 	 total=0 	 percentage=0.0
iteration=453 	 commit=0df3c2c9aa005605adb265ce7d2beb51501b59df 	 equal=0 	 total=453 	 percentage=0.0
iteration=454 	 commit=37189c08e61ee90e6a1e46276ac724decf467a4b 	 equal=0 	 total=454 	 percentage=0.0
iteration=455 	 commit=01ea9c5af712bc8a653e9f599d85f6dd136160b6 	 equal=0 	 total=455 	 percentage=0.0
iteration=456 	 commit=5ccac8cecffd58feb92cb8f508cdb74d84702810 	 equal=0 	 total=456 	 percentage=0.0
iteration=457 	 commit=f209e55107697159b49460f43ef74c735c4bfd5b 	 equal=0 	 total=457 	 percentage=0.0
iteration=458 	 commit=f824a4bd4d341d765a0fb6102a03a733faa15cbb 	 equal=0 	 total=458 	 percentage=0.0
iteration=459 	 commit=e79a903f3e7d5af5da5a738eea9b0c3c9d891ba3 	 equal=0 	 total=459 	 percentage=0.0
iteration=460 	 commit=44e7a0d5f7a7e2c167a8a4196a5358830f695ab0 	 equal=0 	 total=460 	 percentage=0.0
iteration=461 	 commit=f9fce963132b2a56a0f91bc19223a5c60f9786cb 	 equal=0 	 total=461 	 percentage=0.0
iteration=462 	 commit=dbc6b55b59d67485e5ccb39079d5c7412796ec76 	 equal=0 	 total=462 	 percentage=0.0
iteration=463 	 commit=407b393d8023a6f20422fb3bf5806cf15ab750ad 	 equal=0 	 total=463 	 percentage=0.0
iteration=464 	 commit=3c0d62b4193c5c1fe15a143a138f76ffa1278779 	 equal=0 	 total=464 	 percentage=0.0
iteration=465 	 commit=96125557b608bdba0c74c2c2b13380194150f8a2 	 equal=0 	 total=465 	 percentage=0.0
iteration=466 	 commit=14ed63b7d09fce1a78f925e0a1d668c12e011fec 	 equal=0 	 total=466 	 percentage=0.0
iteration=467 	 commit=ad93f087d118ac805a8600468ad26d68cc1f6a48 	 equal=0 	 total=467 	 percentage=0.0
iteration=468 	 commit=9948a9a3558095d91611382671084c60257a6463 	 equal=0 	 total=468 	 percentage=0.0
iteration=469 	 commit=346febc6abbd63d1fa6a532c7429d2c11b5c269b 	 equal=0 	 total=469 	 percentage=0.0
iteration=470 	 commit=f75256e7db7728a6f6cf519955319ed6ef7797ed 	 equal=0 	 total=470 	 percentage=0.0
iteration=471 	 commit=949eced484520bdde3348e55eba048501b809127 	 equal=0 	 total=471 	 percentage=0.0
iteration=472 	 commit=c2f4da1a9328251e9171a48b19b95ce4c699460f 	 equal=0 	 total=472 	 percentage=0.0
iteration=473 	 commit=012f8e92847a4e5ff684e7bd8e81a0b1ad104e32 	 equal=0 	 total=473 	 percentage=0.0
iteration=474 	 commit=93a1d2238087c3acc650ba741067f34fb94905fc 	 equal=0 	 total=474 	 percentage=0.0
iteration=475 	 commit=fa3166c227f0095204521672b8ce4770dafd0035 	 equal=0 	 total=475 	 percentage=0.0
iteration=476 	 commit=2d97a97aa515f1bd3efc35c8ea2aa68676c6f8e1 	 equal=0 	 total=476 	 percentage=0.0
iteration=477 	 commit=64115ed62dd01dab81a9157a54738523fe117333 	 equal=0 	 total=477 	 percentage=0.0
iteration=478 	 commit=5153c7baceca65f575efdcbb0244860d97031f96 	 equal=0 	 total=478 	 percentage=0.0
iteration=479 	 commit=852c93a2dc2224f020aab55a9702f992db404836 	 equal=0 	 total=479 	 percentage=0.0
iteration=480 	 commit=91d576de8b890f9a9f86b0d0c711edd3a8ed90a7 	 equal=0 	 total=480 	 percentage=0.0
iteration=481 	 commit=0f518611542115e0322acb60868750697ca03aab 	 equal=0 	 total=481 	 percentage=0.0
iteration=482 	 commit=b9bdb9dbfda8f591f1797ad90f900bf44ad39d45 	 equal=0 	 total=482 	 percentage=0.0
iteration=483 	 commit=236dd6ab2e6129ece366117070c7c014500a00c1 	 equal=0 	 total=483 	 percentage=0.0
iteration=484 	 commit=c494a0ba671188e5ab93593c568843087aa6583a 	 equal=0 	 total=484 	 percentage=0.0
iteration=485 	 commit=30a6533e010c740a7281a0c8960b4db9212f5f75 	 equal=0 	 total=485 	 percentage=0.0
iteration=486 	 commit=09797c139e5b0168c87f41b2cea1078d7244638d 	 equal=0 	 total=486 	 percentage=0.0
iteration=487 	 commit=8161b463f52c365273d110cffa2d980a271f98a8 	 equal=0 	 total=487 	 percentage=0.0
iteration=488 	 commit=9a82ae30db28696d414f50b69e5e84aa5a70b9b3 	 equal=0 	 total=488 	 percentage=0.0
iteration=489 	 commit=cf68fe3d505dd3f7525ccc28c90f87432a747aa4 	 equal=0 	 total=489 	 percentage=0.0
iteration=490 	 commit=2c8dc7158a3b7b028454abcb6f162c4da28ed80b 	 equal=0 	 total=490 	 percentage=0.0
iteration=491 	 commit=a7fe7ee45938c53a8dd028dd40baa461191a2fd2 	 equal=0 	 total=491 	 percentage=0.0
iteration=492 	 commit=538d827cc015f4f95461b8c519316c5b928ac9ca 	 equal=0 	 total=492 	 percentage=0.0
iteration=493 	 commit=04fbfa3f19274062618ee20557e54c9e9fbfa5c8 	 equal=0 	 total=493 	 percentage=0.0
iteration=494 	 commit=656df97d6d85a4f37bd7e69de123bd800b4d3918 	 equal=0 	 total=494 	 percentage=0.0
iteration=495 	 commit=d3de75782504c9136e504c6356bbae52fedf17e5 	 equal=0 	 total=495 	 percentage=0.0
iteration=496 	 commit=b48226f78c626a0fdbaed65793f1a6138de8558f 	 equal=0 	 total=496 	 percentage=0.0
iteration=497 	 commit=6b49db2cb235a54b6a3bd91dccf3d98b9cdeaa65 	 equal=0 	 total=497 	 percentage=0.0
iteration=498 	 commit=26828cb3a1294e09e42064f4769d4b3c0a8623b3 	 equal=0 	 total=498 	 percentage=0.0
iteration=499 	 commit=619534ef2ed501e5206915064a5bc36153a897f7 	 equal=0 	 total=499 	 percentage=0.0
iteration=500 	 commit=57d4329bd7440257929b763914bcb5439f53f1f5 	 equal=0 	 total=500 	 percentage=0.0
iteration=501 	 commit=7f40ed01f7a7c05a804664822777e42005c5f1d8 	 equal=0 	 total=501 	 percentage=0.0
iteration=502 	 commit=e8fdf5df6e547b44092a549c01bb127aa75c01c7 	 equal=0 	 total=502 	 percentage=0.0
iteration=503 	 commit=731b50640975e732320567d210e4312846d9ef16 	 equal=0 	 total=503 	 percentage=0.0
iteration=504 	 commit=dcae579eca047affba1f5daef98b11b9593388db 	 equal=0 	 total=504 	 percentage=0.0
iteration=505 	 commit=19f0950d30208c4a37fe90b25ed82c5bdc44287a 	 equal=0 	 total=505 	 percentage=0.0
iteration=506 	 commit=8919885ff9363cecd4260827dd89514c33f3dc30 	 equal=0 	 total=506 	 percentage=0.0
iteration=507 	 commit=157cd3aed70845564e2ecc9754f3f826a3c9c65e 	 equal=0 	 total=507 	 percentage=0.0
iteration=508 	 commit=57a3af56f4ee4418948dfbff8c02ae1d79de565e 	 equal=0 	 total=508 	 percentage=0.0
iteration=509 	 commit=efe8c093c408311ddbb6995c92a9e077386a57bf 	 equal=0 	 total=509 	 percentage=0.0
iteration=510 	 commit=f8a8c1f59db355b46962577e7b74f1a1e8149dc6 	 equal=0 	 total=510 	 percentage=0.0
iteration=511 	 commit=7c4949afab383f07fc7ba467b6c24415ff8096e5 	 equal=0 	 total=511 	 percentage=0.0
iteration=512 	 commit=6fc04d714a019cb3be351bc472f7a64a08f51008 	 equal=0 	 total=512 	 percentage=0.0
iteration=513 	 commit=a71b98ec9dee2d44e16a74ab8472868891bbc7b4 	 equal=0 	 total=513 	 percentage=0.0
iteration=514 	 commit=b1f87c0e4376a993e682f59471e2c455a9179e22 	 equal=0 	 total=514 	 percentage=0.0
iteration=515 	 commit=25f13e77e6ce47e7a87559813e802ffb8c3b957f 	 equal=0 	 total=515 	 percentage=0.0
iteration=516 	 commit=c7461f6547a2a1bbda63a072ace0776a285dab48 	 equal=0 	 total=516 	 percentage=0.0
iteration=517 	 commit=c64d4efb31ce1d1bec430ce2306d0f538250b960 	 equal=0 	 total=517 	 percentage=0.0
iteration=518 	 commit=46da8fc5290ed3243d0c137d712a1ed05c489f5f 	 equal=0 	 total=518 	 percentage=0.0
iteration=519 	 commit=4338c310eb5e9402d0d4bf1cdf6d60430ac8a9a8 	 equal=0 	 total=519 	 percentage=0.0
iteration=520 	 commit=3c614191aacaa3402f96a080f4d2909fe7bda9f9 	 equal=0 	 total=520 	 percentage=0.0
iteration=521 	 commit=c8e5f9588b986c6e81c9028825aeff8151375d28 	 equal=0 	 total=521 	 percentage=0.0
iteration=522 	 commit=3776cb4745cecd8f477b45857c9033a908f25cf3 	 equal=0 	 total=522 	 percentage=0.0
iteration=523 	 commit=1567b55b72b8366ce120ed042e03ed5b50d191d7 	 equal=0 	 total=523 	 percentage=0.0
iteration=524 	 commit=fc27759d2a5984ecf7a0d3183cafa4e828125ac6 	 equal=0 	 total=524 	 percentage=0.0
iteration=525 	 commit=d459831c1b308c2095a1b73800e0238269d4106a 	 equal=0 	 total=525 	 percentage=0.0
iteration=526 	 commit=ee501f5449e14a25115a46e8bedec728ca00a89d 	 equal=0 	 total=526 	 percentage=0.0
iteration=527 	 commit=39fbfb4fd08eae88d4b0c15f3a8ac33babc740e6 	 equal=0 	 total=527 	 percentage=0.0
iteration=528 	 commit=da35eeae5b92b88d8ebdb64b4b327ac1c2cf1bce 	 equal=0 	 total=528 	 percentage=0.0
iteration=529 	 commit=73b2417c5148af1f89708031b4bf96f40d1195e0 	 equal=0 	 total=529 	 percentage=0.0
iteration=530 	 commit=0ed6addb8f165ae533fbe812e4a973c7b682ec7e 	 equal=0 	 total=530 	 percentage=0.0
iteration=531 	 commit=8c9daf790abfc06e8ca3a44652542c577bb67d49 	 equal=0 	 total=531 	 percentage=0.0
iteration=532 	 commit=123234f2cfcd9e9b9f83047eee1dc17b4c3f4407 	 equal=0 	 total=532 	 percentage=0.0
iteration=533 	 commit=60173c821eff9e01f1b8bab4f722150a4c3cf82f 	 equal=0 	 total=533 	 percentage=0.0
iteration=534 	 commit=dc6d2a4987879a5d50b2239ae10d0bc0dc1dbf11 	 equal=0 	 total=534 	 percentage=0.0
iteration=535 	 commit=b697d7bb5953faa2e699aafcca4058f4caffe734 	 equal=0 	 total=535 	 percentage=0.0
iteration=536 	 commit=1dafb427d9e61559fbe12e530537b8096e4c315c 	 equal=0 	 total=536 	 percentage=0.0
iteration=537 	 commit=bfec41b3de1cbd35e547b57c80ae3a5101f8891c 	 equal=0 	 total=537 	 percentage=0.0
iteration=538 	 commit=d2ef114c6b0d9a840b94cdecf554a873fc6f6df5 	 equal=0 	 total=538 	 percentage=0.0
iteration=539 	 commit=c65c9e8ee07e2dab0647392c2bd1795a5bc99829 	 equal=0 	 total=539 	 percentage=0.0
iteration=540 	 commit=33d7ca53af11b751fc7be7cc22d2d2aafae9163f 	 equal=0 	 total=540 	 percentage=0.0
iteration=541 	 commit=b6ab8b449cf47e5992d803fc588fe7e621f4526d 	 equal=0 	 total=541 	 percentage=0.0
iteration=542 	 commit=173ea684dd355c68c3a9f521d108ff10c2fb3f5d 	 equal=0 	 total=542 	 percentage=0.0
iteration=543 	 commit=2240fbf5912054af025fb6e01e26375100275e74 	 equal=0 	 total=543 	 percentage=0.0
iteration=544 	 commit=a436374994c47b12d5de1b8b1d191a098fa23594 	 equal=0 	 total=544 	 percentage=0.0
iteration=545 	 commit=b7c50b8ddeae4662c639369360f34b832b6b2e49 	 equal=0 	 total=545 	 percentage=0.0
iteration=546 	 commit=d2293cdbc83b3ca79b9d7132c5a62dfd7e3751be 	 equal=0 	 total=546 	 percentage=0.0
iteration=547 	 commit=35e83488505d501864826125cfe6a7950d6cba78 	 equal=0 	 total=547 	 percentage=0.0
iteration=548 	 commit=e61c82175e7b9289f751755dacc92d2c29fb6ffe 	 equal=0 	 total=548 	 percentage=0.0
iteration=549 	 commit=fa33bf317aa9b455e08b211252092dd9110c49fb 	 equal=0 	 total=549 	 percentage=0.0
iteration=550 	 commit=665df41dcc6c4c3a609907c979b6c16472593d0d 	 equal=0 	 total=550 	 percentage=0.0
iteration=551 	 commit=029d0e960c02d83111acb5ab057ee055821943f7 	 equal=0 	 total=551 	 percentage=0.0
iteration=552 	 commit=938835e763277684274ac31afc08fc40fa419aae 	 equal=0 	 total=552 	 percentage=0.0
iteration=553 	 commit=e22a83b1d095dac25ce05e1a2d9f263f41d11c68 	 equal=0 	 total=553 	 percentage=0.0
iteration=554 	 commit=ebe12882ee7e14fa6463bb07d7de5f5388f09573 	 equal=0 	 total=554 	 percentage=0.0
iteration=555 	 commit=7a1bd7f6497ac33a9023d556f6f47a48f01deac0 	 equal=0 	 total=555 	 percentage=0.0
iteration=556 	 commit=7abec671473b837f99181442d59edd0cc2ee01d1 	 equal=0 	 total=556 	 percentage=0.0
iteration=557 	 commit=18890f471c420411aa3c989e104d090966ec9dbf 	 equal=0 	 total=557 	 percentage=0.0
iteration=558 	 commit=d910e99c322a0895955038c700471e9b1fd91fa6 	 equal=0 	 total=558 	 percentage=0.0
iteration=559 	 commit=707ad080e61014ab4a6d60dc12875e233c1f673c 	 equal=0 	 total=559 	 percentage=0.0
iteration=560 	 commit=ab362ab0ad3af54406ae8237a525405c6e2a705b 	 equal=0 	 total=560 	 percentage=0.0
iteration=561 	 commit=60dded12cbf1705927803c5ed615a7a0132aebbd 	 equal=0 	 total=561 	 percentage=0.0
iteration=562 	 commit=6e6ae5daa6cd9640c9a83c1070896273e9b30d14 	 equal=0 	 total=562 	 percentage=0.0
iteration=563 	 commit=1637d612d15318496804d59fc92594d732c5258a 	 equal=0 	 total=563 	 percentage=0.0
iteration=564 	 commit=132af1a0d1e949ea0a488c31689f83c1dde7df7d 	 equal=0 	 total=564 	 percentage=0.0
iteration=565 	 commit=ad88b54f1a28a8565964a370b5d387927b633c0d 	 equal=0 	 total=565 	 percentage=0.0
iteration=566 	 commit=8ac759a6e6a61476a81449bdd67bc85025b07fcd 	 equal=0 	 total=566 	 percentage=0.0
iteration=567 	 commit=706926fddf81a2b92fa76cfc4898cd234aa7cdbc 	 equal=0 	 total=567 	 percentage=0.0
iteration=568 	 commit=d4049198707f7d7c344632a73119f847b6e5b217 	 equal=0 	 total=568 	 percentage=0.0
iteration=569 	 commit=790c230fcfbc3d9d5cc272479dc6d0d8765fb9d7 	 equal=0 	 total=569 	 percentage=0.0
iteration=570 	 commit=45efd0b05b01949301ee1fa6c973d34187b63c2b 	 equal=0 	 total=570 	 percentage=0.0
iteration=571 	 commit=2677fbf4a4a6dec69ff52265addab713fe48ad1f 	 equal=0 	 total=571 	 percentage=0.0
iteration=572 	 commit=ff628d46a1301d76e0217c23c7ef53c5f1faed45 	 equal=0 	 total=572 	 percentage=0.0
iteration=573 	 commit=bf3b45635021dc1fc7160d907a01051ce81fb11d 	 equal=0 	 total=573 	 percentage=0.0
iteration=574 	 commit=cb5541c9f34fc29b0d7b8d89a3122c3fa46a6068 	 equal=0 	 total=574 	 percentage=0.0
iteration=575 	 commit=ddbb075b70abdc8166f878f039c5efd27a9df3e0 	 equal=0 	 total=575 	 percentage=0.0
iteration=576 	 commit=c1002101f7e5b5194af50e6d2be38c96054dfef2 	 equal=0 	 total=576 	 percentage=0.0
iteration=577 	 commit=b21895717debfc513640463371e76d2d16051491 	 equal=0 	 total=577 	 percentage=0.0
iteration=578 	 commit=359e750482e9b54cb10c7af477cc108d21f7531c 	 equal=0 	 total=578 	 percentage=0.0
iteration=579 	 commit=8cb8e31773f9d148091cb71141c5ec4cd6b815df 	 equal=0 	 total=579 	 percentage=0.0
iteration=580 	 commit=00859f9118c59ba419dc08162438a0246af34659 	 equal=0 	 total=580 	 percentage=0.0
iteration=581 	 commit=13acadbb1ca1f42a65c6466dca025d4020be192a 	 equal=0 	 total=581 	 percentage=0.0
iteration=582 	 commit=8813f397f8925f85ffbe9e9fb62bfaa3c1accf11 	 equal=0 	 total=582 	 percentage=0.0
iteration=583 	 commit=861823902b780a36d2583c0b742a19b3da3ddd1e 	 equal=0 	 total=583 	 percentage=0.0
iteration=584 	 commit=772c06487b45d347d8c1387a217d930f6ab485d0 	 equal=0 	 total=584 	 percentage=0.0
iteration=585 	 commit=86615e43bbac2315aa069ca3ef4712477d61605c 	 equal=0 	 total=585 	 percentage=0.0
iteration=586 	 commit=e5f33e56bafc332fd63f6643b687ebfe14bcba56 	 equal=0 	 total=586 	 percentage=0.0
iteration=587 	 commit=4dd6d7a58e3694af7ed42589affcfa9a1550dada 	 equal=0 	 total=587 	 percentage=0.0
iteration=588 	 commit=e03f0a199a67017b2f8052354cf732b2b4cae787 	 equal=0 	 total=588 	 percentage=0.0
iteration=589 	 commit=71462a600608f5263e3907eef8d685571abeb1b9 	 equal=0 	 total=589 	 percentage=0.0
iteration=590 	 commit=28f52fe89dccf9c0a99a905522be8194230c4e77 	 equal=0 	 total=590 	 percentage=0.0
iteration=591 	 commit=72182550926d31ad17357bd3ed69e49d7e69df02 	 equal=0 	 total=591 	 percentage=0.0
iteration=592 	 commit=0b19f236a263a7b0acacd4ea84dc7237303ee3d9 	 equal=0 	 total=592 	 percentage=0.0
iteration=593 	 commit=4b4135977e82b7c9d3bba87a24fb7b5609312e14 	 equal=0 	 total=593 	 percentage=0.0
iteration=594 	 commit=f404c4f500a0ec18b04463581d5d1b3aae7f7730 	 equal=0 	 total=594 	 percentage=0.0
iteration=595 	 commit=bc5a5d658320c37e206fe4e7b525b4a24466d0c6 	 equal=0 	 total=595 	 percentage=0.0
iteration=596 	 commit=09f51ecbc5b8ea418bacca4ad43a4d2d1e3ccdfb 	 equal=0 	 total=596 	 percentage=0.0
iteration=597 	 commit=ca01f8133eff5a5fe4fa542c0161c75bc702f253 	 equal=0 	 total=597 	 percentage=0.0
iteration=598 	 commit=6b780f65d83cb952142fd1b211eeb99c7957da49 	 equal=0 	 total=598 	 percentage=0.0
iteration=599 	 commit=5e986e3b3377a39d9f965297c15c748ea52fccf6 	 equal=0 	 total=599 	 percentage=0.0
iteration=600 	 commit=cfa912dd91a8d5e52637f38ac403674de9bf1f6b 	 equal=0 	 total=600 	 percentage=0.0
iteration=601 	 commit=cf820462b7cd6f5ef443ebf3a71d293a6b00ce2c 	 equal=0 	 total=601 	 percentage=0.0
iteration=602 	 commit=f05af837bb21ec2244d42c1e6ffb8ea174292f03 	 equal=0 	 total=602 	 percentage=0.0
iteration=603 	 commit=882a165a3f2b275c9679b2a1ef18e0421ec32ef2 	 equal=0 	 total=603 	 percentage=0.0
iteration=604 	 commit=154824ee5ec47a82b3a27f76d4305ba0658d88ef 	 equal=0 	 total=604 	 percentage=0.0
iteration=605 	 commit=a4864c2f98f2a093402e6a4bb14a10af45025f40 	 equal=0 	 total=605 	 percentage=0.0
iteration=606 	 commit=8bc6c878e9e3cc2941eb1264693841ece84ceaaa 	 equal=0 	 total=606 	 percentage=0.0
iteration=607 	 commit=d2c329a9a4b630de1f32d359fcc983a6cc285649 	 equal=0 	 total=607 	 percentage=0.0
iteration=608 	 commit=bec3c17fae1610c6e39f982a35b391d9f1c84943 	 equal=0 	 total=608 	 percentage=0.0
iteration=609 	 commit=25499fc2295d0a2844b6b1fb356ce4c46363216b 	 equal=0 	 total=609 	 percentage=0.0
iteration=610 	 commit=6472dfe337f8cc81c68ce903b81d7ec8a321369d 	 equal=0 	 total=610 	 percentage=0.0
iteration=611 	 commit=8575c1170b7ba14d0033a0e18bf5073a5616296d 	 equal=0 	 total=611 	 percentage=0.0
iteration=612 	 commit=567239747702c7f14272897fd8a9c5a9b44c2bad 	 equal=0 	 total=612 	 percentage=0.0
iteration=613 	 commit=d1505ef57a30961535235e86352ad118aa8a8d2e 	 equal=0 	 total=613 	 percentage=0.0
iteration=614 	 commit=82e0394d46095dd32d3de8c244ef7b7d5b019b51 	 equal=0 	 total=614 	 percentage=0.0
iteration=615 	 commit=ecbdfa9eb3ee478193deaf6d0bb2400a80ef172d 	 equal=0 	 total=615 	 percentage=0.0
iteration=616 	 commit=e3890546d798927aeabdb471985b4afd9f74bbec 	 equal=0 	 total=616 	 percentage=0.0
iteration=617 	 commit=bee8f1e47b0072e8ea216ed08ed819df96812a25 	 equal=0 	 total=617 	 percentage=0.0
iteration=618 	 commit=45b0ebdc8d1336092d8dd2e3c77a08fda4dd4e70 	 equal=0 	 total=618 	 percentage=0.0
iteration=619 	 commit=5b2324b6e007b5a03e4131877ab09f4dc8037e59 	 equal=0 	 total=619 	 percentage=0.0
iteration=620 	 commit=d422b954be178afca1abeded9054ee6e39272904 	 equal=0 	 total=620 	 percentage=0.0
iteration=621 	 commit=41c0a13fe7455bbdd3aa785a67ded91058f81333 	 equal=0 	 total=621 	 percentage=0.0
iteration=622 	 commit=5af594d8bc55121ae454cba4d05793d1db7ff612 	 equal=0 	 total=622 	 percentage=0.0
iteration=623 	 commit=0c91391683b41c718f5e82a3ce41735d95eeb049 	 equal=0 	 total=623 	 percentage=0.0
iteration=624 	 commit=03a238f954ed2959e9eacb011872779e6e77ab5d 	 equal=0 	 total=624 	 percentage=0.0
iteration=625 	 commit=4b4d3d85165e6bfca23893cf98834c4bc747a96c 	 equal=0 	 total=625 	 percentage=0.0
ERROR: Could not checkout parent commit!
